      23        48   .3062268276947660E+01   .3385464960681174E+01
      24        25   .2210876862242667E+01   .2444216336579064E+01
      24        26   .2657736047842223E+01   .2938237754164900E+01
      24        27   .3828666125428019E+01   .4232749661862841E+01
      24        45   .3071878855033185E+01   .3396089854523874E+01
      24        48   .2477826567780720E+01   .2739340340300923E+01
      25        26   .2651773293477400E+01   .2931645681183177E+01
      25        27   .2851616068126980E+01   .3152580181375245E+01
      25        45   .2862957701399028E+01   .3165118828732976E+01
      26        27   .2122177608024366E+01   .2346155621436912E+01
      26        50   .2696927251521627E+01   .2981565260060560E+01
      27        49   .3301392251762887E+01   .3649826461628009E+01
      27        50   .2763085666424407E+01   .3054706139712952E+01
      28        29   .2645950509741253E+01   .2925208351553782E+01
      28        30   .2163327853100401E+01   .2391648929086371E+01
      28        31   .4419386541138941E+01   .4885815653501473E+01
      28        32   .4245840234865179E+01   .4693952992947415E+01
      28        33   .6473409634806069E+01   .7156623624307769E+01
      28        34   .2561507271119878E+01   .2831852838690600E+01
      29        30   .2917809469447927E+01   .3225759739968244E+01
      29        31   .3002180957237586E+01   .3319035929302361E+01
      29        32   .3922376728464518E+01   .4336350631579511E+01
      29        33   .5524760936004381E+01   .6107853027046411E+01
      29        46   .3188579040889530E+01   .3525106764340620E+01
      29        47   .2651661120882527E+01   .2931521669713525E+01
      29        54   .2099149970821524E+01   .2320697610633494E+01
      30        31   .3454313651074550E+01   .3818887429605642E+01
      30        32   .2328239098546363E+01   .2573965170704526E+01
      30        33   .4494960478135485E+01   .4969365784483970E+01
      30        34   .2371312990728974E+01   .2621585150247839E+01
      30        39   .3226598255128769E+01   .3567138587159185E+01
      31        32   .4026378782479366E+01   .4451329228444020E+01
      31        33   .4677514820927879E+01   .5171187204114735E+01
      31        54   .2402185067808059E+01   .2655715515637926E+01
      32        33   .2380678348706522E+01   .2631938943060802E+01
      32        34   .2968646055022393E+01   .3281961699959342E+01
      32        35   .2835768149902243E+01   .3135059648555349E+01
      32        38   .3283798547414264E+01   .3630375889629066E+01
      32        39   .2816271471289652E+01   .3113505259349979E+01
      32        59   .2915853391376186E+01   .3223597214293375E+01
      33        59   .2905005507740047E+01   .3211604427696538E+01
      34        35   .2616043004233687E+01   .2892144360159087E+01
      34        36   .2262573866197524E+01   .2501369524880323E+01
      34        37   .3356185692121345E+01   .3710402889175249E+01
      34        38   .3327557076895904E+01   .3678752764185168E+01
      34        39   .2129832246915234E+01   .2354618143139136E+01
      34        40   .2601778257269437E+01   .2876374089022495E+01
      35        36   .2887930487390586E+01   .3192727282434257E+01
      35        37   .2439472278998060E+01   .2696938078636584E+01
      35        38   .2350190311442884E+01   .2598233149661517E+01
      35        39   .2713237549496911E+01   .2999596972928197E+01
      35        55   .3028323100331267E+01   .3347937155921534E+01
      35        57   .2296669000966398E+01   .2539063114615308E+01
      35        59   .2021072190694827E+01   .2234379376918787E+01
      35        60   .2512655905610635E+01   .2777845622060377E+01
      36        37   .1662001353790066E+01   .1837411630528123E+01
      36        38   .2897942546014324E+01   .3203796029712250E+01
      36        39   .2406008416444136E+01   .2659942386594120E+01
      36        40   .2517274240125614E+01   .2782951382974554E+01
      37        38   .2345375556280911E+01   .2592910237551619E+01
      37        39   .2897983540325924E+01   .3203841350628956E+01
      37        57   .3162473731116203E+01   .3496246258489245E+01
      38        39   .1662752807846072E+01   .1838242394245111E+01
      38        60   .2528032555170128E+01   .2794845147767584E+01
      40        41   .2335715500654991E+01   .2582230644229906E+01
      40        42   .2362952623308387E+01   .2612342416299974E+01
      40        43   .4718620741275996E+01   .5216631508933713E+01
      40        44   .4452986110465654E+01   .4922961375026219E+01
      40        45   .6454610119906548E+01   .7135839978586965E+01
      40        46   .2510520742794208E+01   .2775485110750908E+01
      41        42   .1662375228400614E+01   .1837824964462066E+01
      41        43   .2390273791848964E+01   .2642547104594358E+01
      41        44   .2636345311221575E+01   .2914589405044899E+01
      41        45   .5363452572737083E+01   .5929519921545086E+01
      42        43   .3235445409831545E+01   .3576919484696296E+01
      42        44   .2671968151007795E+01   .2953971936224178E+01
      42        45   .4339311938545099E+01   .4797289849487941E+01
      42        46   .2717193754593143E+01   .3003970722227495E+01
      42        48   .2835931751647067E+01   .3135240517089558E+01
      43        44   .2229478010656307E+01   .2464780679898316E+01
      43        45   .5052102878999990E+01   .5585309883972418E+01
      44        45   .3294998345978335E+01   .3642757732817262E+01
      46        47   .2210027330147748E+01   .2443277143510326E+01
      46        48   .2515720294468363E+01   .2781233431411319E+01
      46        49   .5262892911697902E+01   .5818347033307657E+01
      46        50   .6026227924663989E+01   .6662245642424186E+01
      46        51   .2285119121621456E+01   .2526294242561625E+01
      47        48   .2309821941189406E+01   .2553604237151872E+01
      47        49   .4261288748723794E+01   .4711031967626626E+01
      47        50   .4531038357816008E+01   .5009251381194597E+01
      47        51   .2933392268347352E+01   .3242987172345896E+01
      47        54   .2737108492551950E+01   .3025987293430031E+01
      48        49   .2948100167904747E+01   .3259247367107934E+01
      48        50   .3759095290093083E+01   .4155836209476981E+01
      49        50   .1643100849004706E+01   .1816516336287671E+01
      51        52   .2781107117678139E+01   .3074629603708389E+01
      51        53   .2383576745145834E+01   .2635143240888436E+01
      51        54   .3909096123146631E+01   .4321668369970101E+01
      51        55   .1715210220352012E+01   .1896236245830144E+01
      52        53   .2869402533629609E+01   .3172243858848185E+01
      52        54   .4384607405458325E+01   .4847365872306317E+01
      52        55   .3314825561021271E+01   .3664677543795631E+01
      53        54   .2579601597146346E+01   .2851856868778651E+01
      53        55   .3065446329655762E+01   .3388978430146757E+01
      53        59   .3118644513246100E+01   .3447791234979287E+01
      55        56   .2745268019702269E+01   .3035007990104807E+01
      55        57   .2144265398685522E+01   .2370574592793903E+01
      55        58   .3342413349662185E+01   .3695176991701478E+01
      55        59   .2726776558502733E+01   .3014564910563382E+01
      55        60   .3873157432896323E+01   .4281936652964409E+01
      55        61   .5292974740162659E+01   .5851603745982803E+01
      55        62   .4854074257775630E+01   .5366381005854881E+01
      55        63   .5978285406368617E+01   .6609243194194020E+01
      56        57   .2898857947537270E+01   .3204808044173628E+01
      56        58   .2508632037585431E+01   .2773397068578540E+01
      56        59   .2896502252717925E+01   .3202203725561511E+01
      56        60   .3458823586134459E+01   .3823873350413171E+01
      56        61   .3610346257632365E+01   .3991387966610115E+01
      56        62   .2577664524332052E+01   .2849715354206448E+01
      56        63   .3681321624091005E+01   .4069854186577210E+01
      57        58   .1663129489847376E+01   .1838658831866312E+01
      57        59   .2300789364544268E+01   .2543618347944522E+01
      57        60   .2413752348522939E+01   .2668503625629916E+01
      57        61   .3789788872747400E+01   .4189769241855691E+01
      57        62   .3776447139839243E+01   .4175019401152526E+01
      57        63   .4951440972080753E+01   .5474023958661488E+01
      58        59   .2892865949192941E+01   .3198183640756104E+01
      58        60   .2299696175584935E+01   .2542409782076834E+01
      58        61   .2486989867289374E+01   .2749470749071541E+01
      58        62   .2284190425511847E+01   .2525267530381681E+01
      58        63   .3630113799869087E+01   .4013241806819018E+01
      59        60   .1662352218995727E+01   .1837799526607846E+01
      59        61   .3559131017537852E+01   .3934767388296293E+01
      59        62   .3896096315544577E+01   .4307296541915827E+01
      59        63   .4344065054761497E+01   .4802544617179524E+01
      60        61   .2322935664197354E+01   .2568102003425877E+01
      60        62   .3249257053543167E+01   .3592188831339471E+01
      60        63   .3583958886482933E+01   .3962215630174610E+01
      61        62   .1689164912020139E+01   .1867442074068163E+01
      61        63   .1688228775966092E+01   .1866407136720164E+01
      62        63   .1688024318545207E+01   .1866181100536605E+01
